0 0
0.0105 0
0.021 0
0.0315 0
0.042 0
0.0525 0
0.063 0
0.0735 0
0.084 0
0.0945 0
0.105 0
0.1155 0
0.126 0
0.1365 0
0.147 0
0.1575 0
0.168 0
0.1785 0
0.189 0
0.1995 0
0.21 0
0.2205 0
0.231 0
0.2415 0
0.252 0
0.2625 0
0.273 0
0.2835 0
0.294 0
0.3045 0
0.315 0
0.3255 0
0.336 0
0.3465 0
0.357 0
0.3675 0
0.378 0
0.3885 0
0.399 0
0.4095 0
0.42 0
0.4305 0
0.441 0
0.4515 0
0.462 0
0.4725 0
0.483 0
0.4935 0
0.504 0
0.5145 0
0.525 0
0.5355 0
0.546 0
0.5565 0
0.567 0
0.5775 0
0.588 0
0.5985 0
0.609 0
0.6195 0
0.63 0
0.6405 0
0.651 0
0.6615 0
0.672 0
0.6825 0
0.693 0
0.7035 0
0.714 0
0.7245 0
0.735 0
0.7455 0
0.756 0
0.7665 0
0.777 0
0.7875 0
0.798 0
0.8085 0
0.819 0
0.8295 0
0.84 0
0.8505 0
0.861 0
0.8715 0
0.882 0
0.8925 0
0.903 0
0.9135 0
0.924 0
0.9345 0
0.945 0
0.9555 0
0.966 0
0.9765 0
0.987 0
0.9975 0
1.008 0
1.0185 0
1.029 0
1.0395 0
1.05 0
1.0605 0
1.071 0
1.0815 0
1.092 0
1.1025 0
1.113 0
1.1235 0
1.134 0
1.1445 0
1.155 0
1.1655 0
1.176 0
1.1865 0
1.197 0
1.2075 0
1.218 0
1.2285 0
1.239 0
1.2495 0
1.26 0
1.2705 0
1.281 0
1.2915 0
1.302 0
1.3125 0
1.323 0
1.3335 0
1.344 0
1.3545 0
1.365 0
1.3755 0
1.386 0
1.3965 0
1.407 0
1.4175 0
1.428 0
1.4385 0
1.449 0
1.4595 0.0001
1.47 0.0001
1.4805 0.0001
1.491 0.0001
1.5015 0.0003
1.512 0.0003
1.5225 0.0006
1.533 0.0007
1.5435 0.0012
1.554 0.0011
1.5645 0.0011
1.575 0.0012
1.5855 0.0015
1.596 0.0018
1.6065 0.0026
1.617 0.0029
1.6275 0.0038
1.638 0.004
